Feature,VIF
const,0.0
Unnamed: 0,1.006519284717859
cc_num,1.0070227363467323
amt,0.9999681014785416
zip,1.0073547205104665
lat,1.0277834648267392
long,5.678468454518181
city_pop,1.006202639257136
unix_time,0.0011766306887421338
merch_lat,1.0274583607658978
merch_long,5.631376477210585
age,1.0067797421628095
distance,0.9989565877646701
